Age at Enrollment,Admission Grade,1st semester grade,2nd semester grade,Tuition Fees Up to Date,Scholarship Holder
18,131,########,13.472,1,0
20,130,11,########,1,0
24,116.1,0,0,0,0
19,125.6,0,0,1,0
18,121.3,12,12,1,0
18,107.4,14,13.2,1,0
18,116.9,########,11.8,1,0
22,123.5,0,0,1,0
19,130.5,14.25,########,1,0
32,140,0,0,0,0
21,117.1,0,0,1,1
19,127.5,########,########,1,1
39,126,########,########,1,1
30,113,########,########,1,0
18,130.1,10.75,10,1,0
38,110,10.75,10,1,0
20,135.8,########,########,1,0
55,126.3,########,########,1,0
53,130,########,13,1,0
54,104,12.75,12.6,1,0
18,123.6,12.86,12.86,1,1
44,121,12,12,0,0
28,130.5,########,########,1,0
37,180,16.5,########,1,0
20,112.5,########,########,1,0
18,126.1,1.259.125,########,1,0
19,111.8,11.5,11,1,0
23,131.4,########,########,1,1
22,144.3,0,0,1,0
24,115,0,0,0,0
22,120,13,11.5,1,0
26,168.6,0,0,1,0
18,127.7,########,########,1,0
24,150,11.75,13.5,1,0
18,129.8,0,15,1,0
26,135.6,0,0,1,0
27,100,########,14.75,1,0
20,140,12.6,13.2,1,1
19,124.1,0,14,1,0
18,131.6,15.5,15.5,1,1
18,129,########,########,1,0
19,135.7,13.2,13.25,1,0
34,108,########,########,1,0
19,110.8,0,0,1,0
19,124.5,14,########,1,1
30,100,12,11.8,1,0
22,123.8,0,12,0,0
19,131.4,10,########,0,0
21,118.5,10,10,1,0
22,122,0,0,0,0
19,122.9,########,########,1,1
20,118.7,11.75,########,1,0
35,100,11.75,0,1,0
20,135.9,10,11,1,0
21,138.4,14,12.8,1,0
27,128.2,0,0,0,0
26,107.4,12,0,0,0
20,129.8,0,0,0,0
28,100,########,11.6,0,0
19,113,########,########,1,0
47,107,0,0,0,0
55,130,11.4,12.4,0,0
39,120,0,11,1,0
35,120.5,########,########,1,0
32,120.5,11,0,0,0
20,137,########,########,1,0
36,115,########,13.2,1,0
34,142.7,########,14.375,1,1
21,116.7,0,0,1,0
42,136.1,10,11,1,1
25,134.3,11,11.75,1,0
18,153,11,0,1,1
18,132,12,########,1,1
19,129.6,11.125,########,1,0
34,105,########,11.5,0,0
20,130.8,12,0,1,0
20,119.7,0,0,1,0
21,132.5,14.54,14.54,1,0
19,130,########,13,1,0
31,120,13.5,########,0,0
21,150,14.75,########,1,0
20,115.6,12.375,########,1,1
22,119.1,########,########,1,0
19,123.5,12.5,0,0,0
41,120,0,0,0,0
27,110,0,0,1,0
19,131.4,########,########,1,0
20,126.8,14.2,14.2,1,1
19,118.9,13.55,13.55,1,1
35,160,11.6,########,1,0
22,115.9,########,########,1,0
20,109.3,########,15,1,1
18,113.9,11.25,########,0,0
18,121.8,10.2,11.25,1,1
30,140,########,########,1,0
18,114.7,########,12,1,1
20,120,14.5,15,1,1
19,107.3,10.4,10.75,1,1
19,136.2,13,########,1,0
21,119.5,########,14.125,1,1
21,106,13,12.5,1,0
18,124.1,########,########,1,0
18,133.2,14.25,12.5,1,1
35,110,12,10.5,0,0
21,114.8,13.25,13.82,1,0
18,130,########,########,1,1
22,122.6,11,0,1,0
20,133.5,119.725,1.265.125,1,1
34,120,12.4,12.8,1,0
33,120,12.6,11.25,1,0
22,137.3,13.9,13.9,1,1
20,123.5,11.5,11,1,1
35,131.8,14.2,########,1,0
39,130,########,########,0,0
19,128,0,0,0,0
36,95,11,########,1,1
21,116,########,########,1,1
22,136.7,12.5,########,1,0
42,107.5,########,########,1,1
34,108.4,0,0,1,0
20,130.7,########,11.6,1,0
33,155.9,########,15.5,1,0
20,106.1,11,11.4,1,0
19,128.6,12.25,12.75,1,0
34,140,12.2,########,1,0
18,145,13,14,1,0
24,113,12,13,1,1
18,137.1,########,########,1,0
20,119.7,13,13,1,0
21,120.5,12.91,12.91,1,0
19,125.7,11,11,1,1
19,125.5,########,1.293.625,1,1
18,124.5,12.4,12.5,1,1
38,126,########,13,1,1
21,136.2,########,11.7,1,0
23,124.2,10,0,1,0
19,138.5,1.434.125,1.434.125,1,0
18,122.3,########,12,0,0
18,126,0,0,1,1
24,135.4,11.8,11.25,1,0
18,146.5,########,########,1,1
18,121.9,14.5,########,1,0
26,130,########,13.4,1,0
19,115.2,10,10,1,0
19,115.2,0,0,1,1
19,125.1,11,12.5,1,0
20,108,12,11,1,0
22,125.9,10,13.5,1,0
19,128,########,########,1,0
20,113.5,########,150.125,1,0
36,124.6,11,13.375,1,0
29,116,0,0,1,0
19,124.9,12,11,1,0
24,140.5,0,0,0,0
27,179.6,0,0,0,0
18,116.1,########,########,1,1
18,139.4,0,0,1,1
21,129,0,0,1,0
43,135.6,11,13,1,1
18,147.8,13.2,14.4,1,1
21,138,13.5,########,1,1
26,150,0,0,1,0
19,130.8,########,########,1,1
18,122.6,13,12.4,1,0
22,119.1,12,10,1,0
27,111.8,0,0,1,0
18,125,12.8,12.6,1,0
19,129.9,13.6,12.2,1,0
18,131.1,########,15.75,1,0
19,141.4,15,########,1,1
32,120,0,0,0,0
23,133.4,########,########,1,0
20,127.3,########,########,1,0
20,131.8,13.25,########,1,0
19,114.8,########,########,0,0
18,132.8,1.301.125,1.301.125,1,1
21,140,########,12,1,0
20,108.3,0,0,1,1
22,150,13,########,1,0
26,160,12,11.4,1,0
20,131.7,########,13.8,1,0
19,112.6,11.85,13.65,1,0
31,111.1,11,11.2,1,0
20,127.5,########,11.736,1,1
20,120.2,12,########,1,0
21,118.9,########,########,1,0
18,119.9,13.78,126.125,1,0
19,127.3,13.8,13.8,1,1
18,127.9,########,########,1,1
40,133,13,12.6,1,0
18,114.6,########,########,1,1
18,144.5,########,########,1,0
19,125.4,12.5,########,1,0
19,145,########,########,1,1
28,138.1,0,0,0,0
20,124.6,12.5,########,1,0
18,130.8,11.25,13,1,0
18,140.5,15.25,15.25,1,0
20,124.1,14,12,1,1
28,118.4,########,########,1,0
23,128.2,14.625,########,1,0
19,109.5,10.5,10.5,1,0
18,131.1,########,########,1,1
20,137.9,12.5,11.8,0,1
20,128.2,########,########,1,0
27,126.5,10.5,0,1,0
18,120,12,12,1,0
37,123,########,12.3,1,1
42,130,12.62,########,0,0
20,141.1,13,142.125,1,0
34,140,0,0,0,0
22,133.6,0,0,1,0
39,123.5,13.5,########,1,0
18,136.3,########,########,1,1
21,123.5,########,########,1,1
34,112,0,0,1,0
22,160,13.125,13,1,1
31,110,14.4,0,1,0
19,116.8,12,0,0,0
19,109.5,0,0,1,0
31,100,0,0,1,0
19,117.3,10.8,10.5,1,0
30,130,0,0,1,0
20,137.8,########,########,1,1
18,136.5,########,14.8,1,1
31,138.7,########,12,1,0
19,124.9,12,11.25,1,0
43,140,0,0,1,1
20,122.6,########,14,1,1
19,129.5,139.475,139.475,1,1
22,155,########,0,1,0
26,100,12.75,########,1,0
19,137.6,12.6,11.25,1,1
29,120,12.25,12.25,1,0
20,114,0,########,1,0
38,139,11,11.4,1,1
41,110,########,12.7,1,0
19,128.5,########,########,1,0
19,132.2,########,13.875,1,0
43,130,########,0,1,0
19,129.3,11.8,13.2,1,0
19,128.2,########,########,1,1
18,130.3,1.374.625,1.374.625,1,0
19,162.5,0,0,1,0
38,130,0,0,1,0
37,110,0,0,1,0
26,142.3,########,14.5,1,1
21,122,10,11.4,1,1
18,153.6,########,########,1,1
18,112.9,########,########,1,0
18,124.1,14.5,13.6,1,0
19,129.7,########,########,1,0
18,110,12.6,12,1,0
18,136.3,########,########,1,0
19,146,########,13,1,1
19,129.9,0,0,1,0
18,140.9,########,13,1,1
18,135.5,13.9,13.9,1,0
20,122,########,########,1,1
22,140,########,12.875,1,1
18,163,0,0,1,0
19,107.4,########,########,1,1
20,114.3,11.25,########,0,1
19,140.8,12.4,12.75,1,0
20,126.3,########,########,1,1
28,110,12,12,1,0
19,126.2,14,########,1,0
22,140,########,########,1,0
19,123,########,12.625,1,0
18,157,0,0,0,0
18,149.7,15,########,1,0
22,140,12.25,########,1,0
20,170,########,########,1,0
24,130.2,########,12.75,1,1
22,135.5,########,11.25,1,0
20,118.3,########,14,1,0
20,116.3,########,1.195.625,1,1
35,120,0,0,0,0
18,154.7,11.8,12.6,1,1
19,132.7,########,########,1,0
18,130.8,########,14.6,1,0
18,122.7,11.75,10,1,0
31,130,########,13,1,0
19,123.6,13.5,14,1,1
20,116.5,12.625,130.625,1,1
21,111.1,0,0,1,0
18,136.3,########,########,1,1
18,129.8,11,0,1,0
33,134.7,12.8,########,1,0
18,131.8,########,12.8,1,1
18,126.8,0,0,0,1
21,130.7,11.5,11,1,0
19,109.8,11.25,12,1,0
28,133.9,########,########,1,0
29,109.9,0,0,0,0
36,160,12,########,0,0
32,106.5,########,########,1,1
25,120,13.29,13.29,1,1
33,107.8,10.375,########,1,0
34,100,12,13,0,0
33,112.5,11.4,########,1,0
29,135.5,13.25,12.6,0,0
18,145,########,0,1,0
18,119,########,########,1,1
38,130,13.75,14.5,1,0
19,126.3,########,########,1,1
39,113.5,########,15.5,1,1
37,120,########,########,1,0
32,111.3,0,0,1,0
18,130.2,0,0,1,0
20,140.2,########,12.625,1,0
20,113.9,########,########,1,0
23,99,########,########,1,1
19,124,11.2,11.75,1,0
18,138.9,########,########,1,0
19,130,12.8,########,1,0
20,120.8,13.25,11.8,1,0
19,127.8,13.78,13.78,1,0
19,126,15.11,15.11,1,0
18,126,11,11.2,1,0
20,138.5,########,########,1,1
20,119.4,########,########,1,0
24,101.5,12.16,12.16,1,0
24,101.5,0,0,1,0
20,126.2,########,15.5,1,0
20,129.8,########,########,1,0
18,138.4,########,12.5,0,0
18,129.3,14.2,14.2,1,0
21,113.1,12.2,13.2,1,0
18,144.3,13,########,1,0
19,141,########,########,1,1
22,130,17,########,1,0
19,117.5,10.8,########,1,0
18,131.8,########,########,1,0
19,133.7,13.5,11.4,1,1
24,115.4,########,########,1,1
19,129.1,12,13.5,1,0
34,135.5,########,########,1,0
19,112.4,########,13.875,1,0
18,130.8,########,########,1,1
19,131.6,14.368,1.444.875,1,1
25,140.8,########,########,1,0
21,140,12.25,12.2,1,0
18,114.2,12.2,11.6,1,0
18,127.3,11,11.5,1,1
28,115,12.8,11,1,0
18,118.8,########,########,1,1
41,125,########,13,1,0
18,111.5,########,13.5,1,0
21,124.2,11.25,11.4,1,1
41,130,0,0,1,0
32,120,16,16,1,0
29,110,########,11,1,0
24,113.3,12.4,12.15,1,0
22,123.5,########,118.375,1,0
21,101,0,0,1,0
39,120.9,12,125.625,1,0
44,154.6,12.75,10,0,1
20,120.2,10,11,1,0
21,146.5,########,########,1,0
18,160.1,########,########,1,0
34,150,########,12.5,1,0
18,135.8,########,14.8,1,0
19,143.8,0,0,1,0
18,116.8,########,########,1,0
19,113.9,15,########,1,0
18,118,########,########,1,1
19,150.2,13,12.5,1,0
19,115.1,13.075,12.05,1,1
18,131.3,13.5,########,1,1
23,120,11.8,########,1,1
18,110.3,12.6,11.8,0,0
33,100,########,11,1,0
19,110.7,########,11,1,0
21,143.4,0,0,1,0
18,115.9,########,13.2,1,0
21,145,12.25,11.8,1,1
19,140.9,########,13.5,1,0
20,108.4,10.5,11.75,1,0
20,114.3,0,0,1,0
20,110,12.75,########,1,0
18,121.7,0,11,1,1
18,123.7,14,14,1,0
20,116.5,########,15,1,1
21,155,########,########,1,1
19,129.3,########,########,1,0
18,121.7,########,12.5,1,1
27,148.2,12.125,12,1,0
21,125.5,13.2,132.575,1,1
18,131.9,14.15,1.451.125,1,1
18,121.8,13.5,########,1,0
28,107.7,0,0,0,0
36,115.5,12.2,11.4,1,0
20,139.8,14.8,14,1,0
19,133.2,11,11.4,1,0
20,118.4,0,0,1,0
19,123.3,14,11.75,1,0
28,134.5,########,13,1,0
20,110.6,11.75,11.8,1,0
28,154,########,12,1,0
24,160,########,########,1,0
20,140,########,11.5,1,0
22,132.5,12.25,11.6,1,0
18,127.7,########,13.5,1,1
22,117.5,11.5,0,0,0
18,127,########,12.25,1,1
21,125.5,########,########,1,1
19,140.5,13,########,1,0
22,118.3,15,10.25,1,0
20,120.8,########,########,1,1
20,95,11.75,11.8,1,0
19,122.2,########,########,1,0
20,143.9,0,0,1,0
20,127.2,13.4,12.375,1,1
20,120.2,11.8,11.5,1,0
19,134.8,########,########,1,0
18,142.6,########,14,1,1
18,147.9,########,########,1,1
19,160.4,0,0,0,0
20,134.6,13.6,13,1,0
22,121,########,13.25,1,1
18,142.7,########,########,1,1
19,115.6,########,########,1,0
20,130,13.4,11.4,0,1
19,124.3,133.125,156.375,1,1
18,137.9,0,0,0,0
20,100,0,0,0,0
19,128.2,########,13.5,1,1
18,135,13.5,########,1,0
18,121,13,########,1,0
22,147,12.5,0,1,0
18,149.5,17,16,1,0
20,144.4,13.5,13,1,0
19,116,########,########,1,0
19,120.7,13,########,1,1
21,141.8,########,13.5,1,0
19,119.7,11.5,11.5,1,1
19,118.4,13.5,########,1,1
45,134.5,13.6,13,1,0
28,128.2,12,0,0,1
28,115,14.95,147.375,1,0
25,130,11.25,12,1,0
19,120.7,########,12.25,0,0
19,130.5,########,########,1,0
20,107.4,10.5,11.25,1,0
22,100,11.25,11,1,0
20,125,########,14,1,1
20,121.5,########,########,1,0
20,127.2,########,11.5,0,0
27,160,########,########,1,0
22,120,########,########,1,0
19,141.5,########,########,0,0
19,111.4,11,11.5,0,0
18,136.6,########,10.375,1,0
19,154.6,########,########,1,0
20,111.4,0,0,0,0
39,120.1,########,11.25,0,0
37,100,########,11,1,0
30,140,########,########,0,0
41,130,14.3,14.2,1,0
40,100,11.832,11.832,0,0
20,106.1,10,0,1,0
28,151.4,12,11.6,1,0
19,113.7,12.2,0,0,0
23,116.5,########,11.25,1,0
18,120,########,########,1,0
24,122,########,########,1,0
21,117.1,########,12.75,1,0
19,120.8,########,########,1,0
19,141.4,13,14,1,0
48,110,0,0,0,0
38,120,########,13,0,0
19,120.2,########,13,1,0
30,138.4,########,11,1,0
24,150,########,########,1,1
19,121.8,########,########,1,0
21,140,0,0,1,0
21,116.3,########,12.2,1,1
19,131.5,11,12.25,1,0
18,141,13,10,1,0
18,138,########,12,1,1
19,127.5,14.6,15.2,1,0
19,127,########,########,1,1
18,118.9,14,########,1,0
25,134.5,########,12.6,1,0
18,133,13,########,1,0
29,114,13,0,0,0
21,116.7,10,########,1,0
18,125.1,########,########,1,1
20,137.2,0,0,1,1
27,111.4,11,0,1,0
21,105,11.25,0,1,0
20,124.3,10.75,########,1,0
28,132,11,0,0,0
24,110,########,########,1,1
22,134.7,11.75,11,1,0
20,136.8,12.8,########,1,0
21,160,########,11.4,1,0
23,130,########,13,0,0
18,128.8,11.6,########,1,0
20,148.4,########,########,1,1
19,130.4,0,0,1,0
32,126,########,139.125,1,0
20,118.7,########,11,1,0
32,120,########,13.75,1,0
28,120,11.625,11,1,0
21,116.3,11.5,########,1,1
19,133.9,14,13,1,1
24,150.3,########,0,1,0
18,118.3,10,10,1,0
20,130,########,12,1,0
25,140,0,0,0,0
25,110.4,########,########,1,0
18,139.7,11.6,12,1,0
19,138.3,13.75,0,1,0
18,123.2,11,10.5,1,0
25,120,0,0,0,0
38,127,0,0,1,0
19,114.2,0,0,1,0
19,119.7,########,13.2,1,0
22,150,########,13.625,1,1
18,123.5,0,10,1,0
32,130,14.75,15,0,0
37,124.6,########,########,1,0
21,119.4,0,0,1,0
18,121.9,########,12.5,1,0
19,110,12,########,1,0
19,118.7,12,14,1,1
19,163.1,15.25,15,0,0
19,121.7,12.4,########,1,1
21,135,########,11.25,1,0
28,147.9,11.5,12,1,0
19,118.1,12.2,11.75,0,0
28,105.3,10.5,0,1,0
19,139.8,14.4,14.4,1,1
32,130,########,12.8,1,0
26,127.5,12,13.2,0,0
25,120,0,0,1,0
31,124.2,########,13.5,1,0
20,113.4,########,########,1,1
19,118,0,0,1,0
23,130,0,0,1,0
18,135.9,13.2,########,1,0
19,135.8,########,11,1,1
18,133.1,12.5,########,1,0
21,118.8,########,12.5,1,0
20,117.1,17,17,1,0
24,114.5,13,13.25,1,0
18,127.2,########,12.5,1,1
25,130,########,########,1,0
20,116.1,########,11.5,1,0
18,130.5,14.24,14.24,1,0
24,104,13,########,1,0
18,128.5,14.06,########,1,0
21,126,########,13.2,0,0
18,141.1,########,########,1,0
20,102.8,10,0,1,0
19,129.2,11,10,1,0
20,119.3,########,136.625,1,0
20,126.3,########,########,1,0
20,140,########,########,1,1
20,131.5,12.5,########,1,0
18,137.6,########,########,1,0
18,142.8,0,0,1,0
30,146.2,########,12.8,1,0
18,162.1,########,########,1,0
35,140,########,0,1,0
31,120,10.5,########,0,0
19,133.3,11.5,11,1,0
19,124.8,13,13.4,1,0
19,133.3,########,########,1,0
19,141.8,133.475,133.475,1,0
21,128.2,12,12.5,1,0
18,115,10.5,0,1,0
18,123.6,11.5,10.75,1,0
19,120.2,0,0,1,0
18,127,########,14,1,0
18,120.4,14.7,12,1,0
25,120,0,0,0,0
18,120,########,########,1,0
19,133.9,0,0,1,0
18,113.5,########,14.925,1,0
24,126.1,0,0,1,0
19,121.2,13,########,1,0
29,150,########,########,1,0
27,100,0,0,1,0
18,127.3,########,1.211.875,1,0
28,103.8,########,########,1,0
32,131,########,13.25,1,1
30,133.9,11.4,########,1,0
29,140,11.325,11.325,1,0
20,121.4,0,0,1,0
19,122,15,15,1,0
29,150.5,########,15.625,1,0
27,139.4,11,10.5,0,0
19,112.6,0,0,1,0
21,115.2,########,12.5,1,1
29,131.8,12.25,########,0,0
42,122.8,########,12.5,0,0
18,156.2,########,########,1,1
24,132,12,13,1,0
32,130,########,1.206.375,1,0
18,138.4,11.25,11,1,0
27,146.2,########,########,1,0
18,166,1.488.875,1.488.875,1,0
19,133.1,########,12.4,1,1
18,121.9,########,########,1,1
21,110.4,12.6,########,1,0
26,121.4,13,12.25,1,1
22,137,13.875,########,1,1
37,140,10.75,########,1,0
24,140,########,0,1,0
18,126.8,12.6,13,1,0
19,124.8,124.125,112.625,1,1
28,120,11,10.5,0,0
18,133,########,########,1,1
20,127.5,12,########,1,0
18,131.7,########,########,1,0
47,133,11.4,########,1,0
38,122.7,14.6,########,1,0
20,121.2,13.5,12.5,1,1
21,150,12.5,########,1,0
19,133.4,13,12.2,1,1
25,121.2,11.6,13,1,0
18,129.3,11.8,11.6,1,0
46,117.8,########,########,0,0
23,131.3,12.625,12.625,1,0
20,133.8,########,13.5,1,1
20,120,12.5,########,1,0
19,122.2,13.6,########,1,0
18,119,12,11,0,0
30,149.5,149.125,13.5,1,1
20,153.8,13.8,12,1,1
22,152,########,13,1,0
